,artists,duration_ms,id,name,album.name,album.release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
12,GIMS,206853,71MEWIf4Itr8Pd9OW5Mq7q,Hola Señorita,Hola Señorita,2019,0.588,0.796,0,-3.945,0,0.262,0.386,0.0,0.198,0.546,192.128,"Se rumora que su nombre e' María, María, María (Rrr, rrr, ¡uh!)
¿Quién diría que me enamoraría, aquel día, aquel día? (Wuh; Maluma, baby)
Heya, hola señorita, dis moi si tu penses qu'on c'est tout dit
Je ne sais pas danser donc ce soir j'me fais tout petit
Ella una señorita bella de la cabeza a los pies
Pero lo que más me gusta es cuando habla francés

Baila, baila mamacita

Baila, baila mamacita



De L.A. hasta Francia (Wuh), baby qué elegancia

Perfum Channel, Dior; baby, qué fragancia

Está' rica, delicious, you look scrumptious

I just wanna being inside, feel your emotions

Me mandas un emoji de eso' que son como el diablo

¿Por qué no hablas de frente? Baby, háblame claro

En este cuento yo no quiero ser el malo

No mande' señale', vamono' directo al grano



Dime (Dime) si tú y yo nos vamo'

A un lugar lejano (Oh)

Sigue ese movimiento-to-to-to-ton-ton, to-to-to-to-ton-ton



Se rumora que su nombre e' María, María, María (Rrr, rrr, ¡uh!)

¿Quién diría que me enamoraría, aquel día, aquel día? (Wuh; Maluma, baby)

Heya, hola señorita, dis moi si tu penses qu'on c'est tout dit

Je ne sais pas danser donc ce soir j'me fais tout petit

Ella una señorita bella de la cabeza a los pies

Pero lo que más me gusta es cuando habla francés

Baila, baila mamacita

Baila, baila mamacita



Dis-moi c'que tu veux, dis-moi c'que t'attends de moi

Je t'ai vu apparaître et disparaître comme un ninja

T'entends des choses sur moi, tu t'méfie je le sais déjà

J'te retiens tu m'échappes

Silencieux comme une chat

Bon courage à celui qui 'tmariera

J'vais m'contenter de t'appeler Maria

Sous le soleil de Santa Monica ou Santa Maria, eh

Dis-moi c'que tu veux, dis-moi c'que t'attends de moi

Je t'ai vu apparaître et disparaître comme un ninja

T'entends des choses sur moi, tu t'méfie je le sais déjà

J'te retiens tu m'échappes

Silencieux comme une chat

Toujours à l’affût, à l’affût de quelques dineros

Pas facile d'aimer avec un cœur derrière les barreaux

J'ai perdu beaucoup de sang, il serait temps d'me faire un garrot

Juste après la paix, na lingui yo, te quiero



Se rumora que su nombre e' María, María, María (Rrr, rrr, ¡uh!)

¿Quién diría que me enamoraría, aquel día, aquel día? (Wuh; Maluma, baby)

Heya, hola señorita, dis moi si tu penses qu'on c'est tout dit

Je ne sais pas danser donc ce soir j'me fais tout petit

Ella una señorita bella de la cabeza a los pies

Pero lo que más me gusta es cuando habla francés

Baila, baila mamacita

Baila, baila mamacita"
13,Maluma,175733,7KbF6AdprOXEEHlsq11Z6d,11 PM,11:11,2019,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,"Once de la noche, todavía no contesta
Una 'e la mañana y todavía no hay respuesta
Dos de la mañana me dice que está dispuesta
Tres de la mañana y yo te tengo una propuesta
Cómo hacerte entender

Que conmigo tú te ves mejor,

Que en mi carro tú te ves mejor,

El cuarto huele a Christian Dior

Eres muy bonita pa' llorar por él

No merece que seas fiel

Ni tampoco tu piel



Bebé, cómo hacerte entender

Que conmigo tú te ves mejor,

Que en mi carro tú te ves mejor,

El cuarto huele a Christian Dior

Eres muy bonita pa' llorar por él

No merece que seas fiel

Ni tampoco tu piel



Él no va a extrañarte,

Tampoco va a pensarte,

Dice que está ocupado en cosas más importantes

La nube que no deja ver el sol brillante

No lo dejes que te apague, yeh-eh

No lo dejes que te apague



Cómo hacerte entender

Que conmigo tú te ves mejor,

Que en mi carro tú te ves mejor,

El cuarto huele a Christian Dior

Eres muy bonita pa' llorar por él

No merece que seas fiel

Ni tampoco tu piel

Oh, oh, oh



Once de la noche, todavía no contesta

Una 'e la mañana y todavía no hay respuesta

Dos de la mañana me dice que está dispuesta

Tres de la mañana y yo te tengo una propuesta



Cómo hacerte entender

Que conmigo tú te ves mejor,

Que en mi carro tú te ves mejor,

El cuarto huele a Christian Dior

Eres muy bonita pa' llorar por él

No merece que seas fiel

Ni tampoco tu piel



Bebé, cómo hacerte entender

Que conmigo tú te ves mejor,

Que en mi carro tú te ves mejor,

El cuarto huele a Christian Dior

Eres muy bonita pa' llorar por él

No merece que seas fiel

Ni tampoco tu piel

Oh, oh, oh



Maluma, baby

Ba-ba-ba, ba-ba-baby"
14,Katy Perry,237733,7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,Witness (Deluxe),2017,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,"Are we crazy?
Living our lives through a lens
Trapped in our white-picket fence
Like ornaments
So comfortable, we're livin' in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

Aren't you lonely

Up there in utopia

Where nothing will ever be enough?

Happily numb

So comfortable, we're livin' in a bubble, bubble

So comfortable, we cannot see the trouble, trouble



Aha, so put, your rose-colored glasses on

And party on



Turn it up, it's your favorite song

Dance, dance, dance to the distortion

Turn it up, keep it on repeat

Stumbling around like a wasted zombie

Yeah, we think we're free

Drink, this one is on me

We're all chained to the rhythm

To the rhythm

To the rhythm

Turn it up, it's your favorite song

Dance, dance, dance to the distortion

Turn it up, keep it on repeat

Stumbling around like a wasted zombie

Yeah, we think we're free

Drink, this one is on me

We're all chained to the rhythm

To the rhythm

To the rhythm



Are we tone deaf?

Keep sweeping it under the mat

Thought we can do better than that

I hope we can

So comfortable, we're livin' in a bubble, bubble

So comfortable, we cannot see the trouble, the trouble



Aha, so put (so put) your rose-colored glasses on

And party on



Turn it up, it's your favorite song

Dance, dance, dance to the distortion

Turn it up, keep it on repeat

Stumbling around like a wasted zombie

Yeah, we think we're free

Drink, this one is on me

We're all chained to the rhythm

To the rhythm

To the rhythm

Turn it up, it's your favorite song

Dance, dance, dance to the distortion

Turn it up, keep it on repeat

Stumbling around like a wasted zombie

Yeah, we think we're free

Drink, this one is on me

We're all chained to the rhythm

To the rhythm

To the rhythm



It is my desire

Break down the walls to connect, inspire

Ay, up in your high place, liars

Time is ticking for the empire

The truth they feed is feeble

As so many times before

They greed over the people

They stumbling and fumbling

And we're about to riot

They woke up, they woke up the lions

(Woo!)



Turn it up, it's your favorite song

Dance, dance, dance to the distortion

Turn it up, keep it on repeat

Stumbling around like a wasted zombie

Yeah, we think we're free

Drink, this one is on me

We're all chained to the rhythm

To the rhythm

To the rhythm



Turn it up (It goes on, and on, and on...)

Turn it up (It goes on, and on, and on...)

It goes on, and on, and on

'Cause we're all

chained

to the rhythm"
15,Justin Bieber,165120,2hLu8L8SNfCN4yKyPdX0h3,That's What Love Is,Changes,2020,0.639,0.437,9,-6.959,1,0.0355,0.692,0.0,0.12,0.751,147.575,"Ooh, and I can feel you
Even though I haven't touched you
Yeah, that's what love is
That's what true love is
Wouldn't want nobody else by my side
Ooh, and you can trust me

After all the lies I told you

Yeah, that's what love is

That's what true love is

Don't nobody else deserve my time



I reach out to you, but my hands can't hold enough

Enough of your greatness

You teach me patience

Like the best of our worlds collide

Never understood what it meant

It meant to submit to love

So beyond what lust is

Hey, it's a blessing that you're in my life

Make me look even better

When we shine, we shine together



Yeah, that's what love is

Now, that's what love is

Don't nobody else deserve my eyes



When you demand my presence, it's hard to read the message

I stay on the defense to take away your leverage

'Til you put it in perspective

Can't help but to respect it

Oh, now I know what love is

I know what true love is

Yeah, down in my soul

Far more than you know

My self-esteem gets low

You lift it right up through the ceiling, woah



Ooh, and I can feel you

Even though I haven't touched you

Yeah, that's what love is

Now, that's what love is

Wouldn't want nobody else by my side, no



(Oh-oh-oh, oh)

(Oh-oh-oh-oh-oh, oh)

(Ooh-ooh-ooh, ooh)

That's what love is (Ooh-ooh-ooh, ooh)

That's what love is (La-la-la, la, la, la)

I appreciate you (Oh-oh-oh, oh, oh-oh-oh-oh-oh, oh)

God bless your maker, hey-hey (Ooh-ooh-ooh, ooh)

That's what love is (Ooh-ooh-ooh, ooh)

That's what love is (La-la-la, la, la, la)

Look at this love"
16,Danny Ocean,155058,4DbhxwlkhTbCTqlZptxmI6,Swing,54+1,2019,0.729,0.616,8,-6.422,1,0.249,0.458,0.0,0.082,0.532,106.486,"Es complicado verte
Verte, olerte y pasarte a un lado y querer detenerte
Ay, qué complicado, esto e' demasiado
Pero como el ajedréz
La reina cae alguna vez
Escucha bien mi voz

Que esto queda entre tú y yo, ey



Lánzame un swing, swing

Lánzame un swing y bátete el pelo

'Cércate un chin, chin

Acércate un chin y hazlo de nuevo

Que te quiero decir algo yo

Que cada paso que tú echa', no

Me arrugo, derrito por ti lentamente, ey



Lánzame un swing, swing

Lánzame un swing y bátete el pelo

'Cércate un chin, chin

Acércate un chin y hazlo de nuevo

Que te quiero decir algo yo

Que cada paso que tú echa', no

Me arrugo, derrito por ti lentamente, ey



Baby, dime cuántas veces

Tú hechizas a la gente, ey

Porque quiero serte ese hombre que

Que se enrede en ti una y otra ve'

Así que mátame decente



Lánzame un swing, swing

Lánzame un swing y bátete el pelo

'Cércate un chin, chin

Acércate un chin y hazlo de nuevo

Que te quiero decir algo yo

Que cada paso que tú echa', no

Me arrugo, derrito por ti lentamente, ey



Lánzame un swing, swing

Lánzame un swing y bátete el pelo (Oh-oh)

'Cércate un chin, chin

Acércate un chin y hazlo de nuevo (Y hazlo de nuevo, uh)

Que te quiero decir algo yo

Que cada paso que tú echa', no (Cada paso que tú echa', no)

Me arrugo, derrito por ti lentamente, ey



Me arrugo, derrito por ti lentamente, ey, oh-oh

Me arrugo, derrito por ti lentamente, ey-ey



Es complicado verte

Verte, olerte y pasarte a un lado y querer detenerte

Ay, qué complicado, esto e' demasiado

Pero como el ajedréz

La reina cae alguna vez

Escucha bien mi voz

Que esto queda entre tú y yo"
17,Joyce Jonathan,208826,1iCTiuL3L8XBhGFZutBOBA,Ma musique,Sur mes gardes,2010,0.52,0.444,9,-8.618,1,0.0359,0.722,0.0,0.383,0.329,125.882,"C'est une chanson, d'amour
Elle nous parle de demain
D'un aujourd'hui qu'on retient
On l'aime à nous rendre saouls
D'un amour unique et sain
Sans désarroi ni chagrin

Si bien 



Une fois, des fois

C'est le même combat

Puisqu'ici des limites, il n'y en a pas

C'est comme un coup de foudre qui ne trouve jamais fin

C'est comme une aventure qui nous laisse sur nos fins

Ooooh

Je l'aime tant



C'est mon âme, mon amour

C'est ma muse ma musique

C'est une histoire romantique

Sans fin



Une fois, des fois

C'est le même combat

Puisqu'ici des limites, il n'y en a pas

C'est comme un coup de foudre qui ne trouve jamais fin

C'est comme une aventure qui nous laisse sur nos fins

Ooooh

Je l'aime tant



Je l'aime tant

Je l'aime tant

Eeeeheheh



Une fois, des fois

C'est le même combat

Puisqu'ici des limites, il n'y en a pas

C'est comme un coup de foudre qui ne trouve jamais fin

C'est comme une aventure qui nous laisse sur nos fins

Oooohoooh

C'est une chanson d'amour



(Merci à Roxy1394 pour cettes paroles)"
18,Drake,238614,0TlLq3lA83rQOYtrqBqSct,Nonstop,Scorpion,2018,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,"Tay Keith, fuck these niggas up!
Look, I just flipped a switch (flipped, flipped)
I don't know nobody else that's doin' this
Bodies start to drop, ayy (hit the floor)
Now they wanna know me since I hit the top, ayy

This a Rollie, not a stopwatch, shit don't ever stop

This the flow that got the block hot, shit got super hot

Give me my respect (give me my respect)

I just took it left like I'm ambidex'

Bitch, I move through London with the Euro step

Got a sneaker deal and I ain't break a sweat

Catch me 'cause I'm goin', outta there I’m gone

How I go from 6 to 23 like I'm LeBron?

Servin' up a pack (servin' up a pack)

Niggas pullin' gimmicks 'cause they scared to rap, ayy

Funny how they shook, ayy, got these niggas shook

Pullin' back the curtain by myself, take a look, ayy

I'm a bar spitta, I’m a hard hitta

Yeah I’m light-skinned, but I'm still a dark nigga

I'm a wig splitta, I'm a tall figure

I'm a unforgivin' wild-ass dog nigga

Somethin' wrong with 'em, got 'em all bitter

I'm a bill printer, I'm a grave digger

Yeah I am what I am

I don't have no time for no misunderstandings again



My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin'

This a Rollie, not a stopwatch, shit don't ever stop

From smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is–



Future took the business and ran it for me

I let Ollie take the owl, told him brand it for me

I get 2 million a pop and that’s standard for me

Like I went blind, dog, you gotta hand it to me

(Gotta gimme that shit, dog)

Prayed, then I prayed again (amen, Lord)

Had a moment but it came and went

(They don't love you no more)

You don’t wanna play with him (nah, nah, nah)

They’ll be mournin' you like 8AM (R.I.P)

Pinky ring 'til I get a wedding ring (woah, yeah)

Love my brothers, cut 'em in on anything (big slice)

And you know it's King Slime Drizzy damn (ooh yeah)

She just said I'm bae, I hit the thizzle dance (Mac Dre shit, damn)

Either hand is the upper hand (oh yeah, shit)

Got a bubba on my other hand (oh yeah, shit, yeah)

This shit ain't no hundred bands (nah, nah, nah, nah)

Palace look like Buckingham

Bills so big I call 'em Williams, for real

Reasons to go crazy, got a trillion for real

They been tryin' me but I'm resilient for real

I can’t go in public like civilian for real

And I hardly take offense

Money for revenge, man, that’s hardly an expense

Al Haymon checks off of all of my events

I like all the profit, man, I hardly do percents (I don't do that shit)

A big part of me resents

Niggas that I knew from when I started in this shit

They see what I got and, man, it's hard to be content

Fuck what they got goin' on, I gotta represent (ay!)



My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin'

This a Rollie, not a stopwatch, shit don't ever stop

From smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin', from smokin' the chicken, the bass is kickin'

My head is spinnin'

This the flow that got the block hot, shit got super hot"
19,Ariana Grande,172324,35mvY5S1H3J2QZyna3TFe0,positions,Positions,2020,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,"Heaven sent you to me
I'm just hopin’ I don't repeat history
Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe

’Cause I'll be



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin’ I wouldn’t do

That I won't do, switchin’ for you



Perfect, perfect

You're too good to be true (You're too good to be true)

But I get tired of runnin', fuck it

Now, I’m runnin' with you (With you)

Said, boy, I'm tryna meet your mama on a Sunday

Then make a lotta love on a Monday (Ah, ah)

Never need no (No), no onе else, babe

'Causе I'll be



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do

That I won't do, switchin' for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do (Nothin')

That I won't do, switchin' for you



This some shit that I usually don't do (Yeah)

But for you, I kinda, kinda want to (Mmm)

'Cause you're down for me and I'm down too (And I'm down too)

Yeah, I'm down too

Switchin' the positions for you

This some shit that I (Yeah) usually don't do (Don't do)

But for you, I kinda, kinda want to (Mmm)

'Cause you're down for me and I'm down too ('Cause you're down for me)



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin')

Know my love infinite, nothin' I wouldn't do

That I won't do, switchin' for you (Ooh woah)

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do (I wouldn't do)

That I won't do, switchin' for you



Yeah

Ah, yeah

Ah (Ah), yeah"
20,Reykon,226738,00Ia46AgCNfnXjzgH8PIKH,Latina,Latina (feat. Maluma),2019,0.826,0.713,9,-4.017,0,0.129,0.0748,0.0,0.331,0.75,102.071,
21,Dalex,249520,5stPVcRqb4qixbafP9e8lt,Hola - Remix,Hola (Remix),2019,0.655,0.672,0,-5.98,0,0.311,0.471,0.0,0.0767,0.343,181.877,"Eh
Esa nena cuando baila me vuelve loco y yo pagó ese show
E' calla'ita, pero la motivo el dembow
Y si la llego a besa-a-a-a-ar
Yo sé que tú te vas a estremece-e-e-e-er (Okay)

Después me pedirás un poco má-á-á-á-ás

Haré que se te erice to'a la pie-e-e-e-el

(This is the remix)



Hola (Hola), no sé si te acuerdas de mí (Te acuerdas de mí)

Hace tiempo no te veo por ahí

Soy yo (Soy yo), el que siempre le hablaba de ti (Le hablaba de ti)

A tu mejor amiga pa' que me tire la buena (Buena)

Hola (Hola), no sé si te acuerdas de mí (Uh-yeh)

Hace tiempo no te veo por ahí (Okay; uh-yeh)

Soy yo (Soy yo), el que siempre le hablaba de ti (-ba de ti)

A tu mejor amiga pa' que me tire la buena (Buena; uh-yeh)



(Sou; jeje)

Y siempre me quedé (Ah)

Con las ganas de treparte y subirte, eh (Ah)

La falda quitar, ponerte, yo soy y seré (Ah)

De tu cuerpo admirante

Y nunca se me van a ir las gana’ que tengo de darte (Ah)

Y chica ven (Ey)

Bellaqueo en la pared siempre capté

Que conmigo te atreve', quiero saber

Si te mueves como bailas, si te mueves como e'

Lo repetimos cada vez



Tú me tiene' jukia'o, waow-waow

Activa'o, waow-waow

Tú me conociste arrebata'o, waow-waow

La noche prendi'a y los ojo' apaga'o

Igual sigo confia'o



Que si te llego a besa-a-a-a-ar

Yo sé que tú te vas a estremece-e-e-e-er

Después me pedirás un poco má-á-á-á-ás

Haré que se te erice to'a la pie-e-e-e-el



(Yeih)

Hola (Hola), no sé si te acuerdas de mí (Te acuerdas de mí; ¡sou!)

Hace tiempo no te veo por ahí (Por ahí; okay)

Soy yo (Soy yo), el que siempre le hablaba de ti (Le hablaba de ti)

A tu mejor amiga pa' que me tire la buena



(Me dicen Juhn ""El All Star"", baby)

Quihubo, baby (¡Wuh!)

Hace tiempo no te veía (Veía)

Yo soy el que tu amiga decía

El que le contaba las cosas que te haría (Ay)

Puras sucería' (¡Wuh!)

Discúlpame que sea tan grosero (-sero)

Es que de verte yo me acelero (Acelero)

Si tengo que esperarte, yo espero (-pero; yah)

Por ti la cuenta la dejo en cero (Jajaja)

Es que una baby como tú no se ve to' los día'

Rica ya tú te ve' con ropa y te quitaría

El panticito con la boca y de to' te haría

Si en la cama conmigo te enredaría'

(Oye, ma'; oye, ma')



De tu cuerpo soy fanático, oh-woh (Oh-woh)

Y si te pruebo puede que me vuelva adicto

De tu cuerpo soy fanático, oh-uoh, oh (Oh-uoh, oh)

Y si te pruebo puede que me vuelva adicto (Yeih)



Hola (Hola), no sé si te acuerdas de mí (Uh-yeh; ¡sou!)

Hace tiempo no te veo por ahí (Okay; uh-yeh)

Soy yo (Soy yo), el que siempre le hablaba de ti (-ba de ti)

A tu mejor amiga pa' que me tire la buena



¡So'! (Uh-yeh)

Yeah-yeah, yeah-yeah (Okay)

Dalex

Me dicen Juhn ""El All Star"", baby

Chencho Corleone

Gaby Morales (Uh-yeh)

Rich Music

Dímelo Flow (Yeih)

Magnifico (Yeah-yeah)

(Yeah-yeah, eh)"
22,Adolescent's Orquesta,270236,1PX148jfoix6o4reLZbplc,Ahora Entregate,Ahora Entregate,2019,0.657,0.788,10,-5.215,0,0.0536,0.741,0.000426,0.121,0.814,90.823,
23,León Larregui,192220,49PRhzh5q1980B21zG7GlV,Femme Fatal,Solstis (Edicion Limitada),2013,0.827,0.62,10,-9.638,0,0.0302,0.225,0.462,0.12,0.867,116.005,"Estrella fugas y algo desempatar 
el tiempo se suspende cuando 
te miro siento tu resplandor como una bendicion 
estela mistica y entoxica pasion 
tedigo la verdad me gustas estar con tigo 

te digo la verdad te puedo las timar 



Estrella fugas y algo desempatar 

el tiempo se suspende cuando 

me miras y siento el resplandor 

me siento viivo 

estela mistica entoxica pasion 



te digo la verdad me gusta estar con tigo 

te digo la verdda ya no te quiero lastimar 



y dime a donde vas que yo quiero ir contigo 

dime la verdad pero te quiero a compañar"
24,Romeo Santos,218373,4uUxCpAWzNxpMXoUYCoERX,El Papel Part 1,Golden,2017,0.817,0.693,8,-6.457,0,0.0749,0.625,0.0,0.278,0.837,125.042,
25,Arctic Monkeys,197320,6mOiT65GFmXgBAviM3lrsE,No Buses,Who The F*** Are Arctic Monkeys?,2006,0.481,0.524,4,-9.051,1,0.0369,0.155,0.000147,0.0523,0.425,101.883,"Lady, where has your love gone?
I was looking but can't find it anywhere
They always offer when there's loads of love around
But, when you're short of some, it's nowhere to be found
Well, I know your game, you told him yesterday

No chance, you'll get nothin' from me

But now she's there, you're there, everybody's there

He's in turmoil, as puzzled as can be

Just like me



Let's go down, down, low down

Where I know I should not go

Oh and she thinks she's the one

But she's just one in 24

And just 'cause everybody's doin' it

Does that mean that I can, too?



Lady, where has your love gone?

It was the anti-septic to the sore

To hold you by the hand

Must be first, be in demand

How he longs for you to long for him once more

Just once more



Let's go down, down, low down

Where I know I should not go

Oh and she thinks she's the one

But she's just one in 24

And just 'cause everybody's doin' it

Does that mean that I can, too? Oh...



Her eyes went down and cut you up

And there's nothing like a dirty look from

The one you want, or the one you've lost



An ache in your soul is everybody's goal

To get what they can't have

That's why you're after her

And that's why she's after him

But sayin' it wont change a thing

And they'll realise that it wont change a thing

Realise that it wont change a thing"
26,Sech,287773,4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,Otro Trago (Remix),2019,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,"Sigue aquí tomándose otro tra–
(¡This is the remix!)
La vida para ti no ha sido fácil
Ha sido, en el amor, muy demasia'o difícil
Hay algo en él que ya no te complace (-place)
Por eso sale y hace lo que hace (Woh, oh)

La vida es una y el tiempo no va a parar

Te lo digo porque he visto cómo se pierde amando (Amando, oh)

Bebé, yo creo, el tiempo se está acabando

Te cambió siendo mejor que ella (No-no-no, no-oh-oh)

Por mujeres y un par de botella' (De botella'; no-no-no, no-oh-oh)

Por amigos que no son amigos en verdá' (Ah, ah; ice)

Porque sé que te van a escribir cuando él se va

(Uah, uah; *everybody go to the discotek!*)



Y ahora a lo oscuro y sin disimulo (Eso e' así)

Olvidando la' pena' la pillé (Uah-ah-ah; ¡ah!)

Ahora hace lo que quiere cuando quiere (Oh-oh)

Y si no quiere, eres otro que se jode también (Here we go again!)



Cuando el DJ pone la música (Eso e' así)

Ella baila como nunca (Real hasta la muerte, baby; pa' que sepa)

Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)

Olvidando la' pena' la pillé (¡Ra-ta-ta-tá!)

Cuando el DJ pone la música

Ella baila como nunca (The Real Rondón)

Ahora hace lo que quiere cuando quiere

Y si no quiere, eres otro que se jode también



La dejaron sola y rompe con la batidora

Un perreo sin censura, por un hombre ella no llora (Ella no llora)

No confía en nadie, nadie (Nadie)

Hoy se bebe y pa' la calle, calle (Calle)

Ella quiere beber, ella quiere bailar (Bailar)

Y quiere fumar y se va a emborrachar (-borrachar, ah-ah)

Ya ella no ama y no llama y tampoco reclama

Y la busco en la Lambo' y rompemo' la cama



E-e-e-e-e-es que no quiero hablar de él, vamo' pa' la pared (Pared)

Pa' lo oscuro, pa' ver lo que tú sabe' (Sabe')

Me está' pidiendo pon, pero aquí no cabe (Cabe)

Quiso perder el ritmo y tengo la clave, yeh-yeh-yeh

¿Tú quiere' ver cómo le meto bien duro? (Duro)

Dale, ma', es que yo estoy sin seguro

Cuando yo estoy contigo, siempre yo me curo, yeah

Eso e' mío, te lo juro



Baby, cuando el DJ pone la música (Eso e' así)

Ella baila como nunca (Pa' que sepa)

Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)

Olvidando la' pena' la pillé (¡Ra-ta-ta-tá!)

Cuando el DJ pone la música

Ella baila como nunca (The Real Rondón)

Ahora hace lo que quiere cuando quiere

Y si no quiere, eres otro que se jode también



Que quiere pa' lo oscuro, pero que lo haga con disimulo

Me dijo que tiene un novio rudo

Que por qué yo llego y no saludo

Le dije: ""Tú perdóname, bebé, no soy gris, yo soy negro oscuro""

Que suene el bajo, que te quiero ver

Sudando, baby, hasta el amanecer

Hay otra baby que me quiere ver, tú tiene' que saber

Pero, tranquila, que la estoy pasando bien, tú también

No importa, baby, lo que diga quién (Lo que diga quién)

Yo sé que él a ti no te valora (Valora)

Pero yo no estoy pa' amor ahora, baby

Disfruta y no mire' la hora (La hora)

Sólo con tu última enamora', lady (Lady)



Woh-woh-woh, stop that shit, nigga

Ahora pa' ella los días son grise' (Eso e' así)

Porque su' mañana' no son felice' (¡Hah!)

Lo que eran beso', ahora son cicatrice' (Pa' que sepa)

Está soltera y pa' la calle dice (¡Ra-ta-ta-tá!)

Deja que yo te coja y te monte en la Mercede' roja (Eso e' así; roja)

Voy a que eso abajo se te moja (Se te moja; ¡ah!)

Pa' que conmigo 'tés sonrojá' (Here we go again!)

Mientra' de to' lo malo te despoja

Hazle las maleti, que hace tiempo que se olvidó de ti (Eso e' así)

Yo quiero financiarte, ma', yo quiero darte el peti' (Oh-oh)

Tú 'tás linda con tu cuerpecito petite (¡Ah!)

Y esa barriguita con más cuadrito que Tetri'



Cuando el DJ pone la música (Eso e' así)

Ella baila como nunca (Real hasta la muerte, baby; pa' que sepa)

Ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)

Olvidando la' pena' la pillé



Cuando el DJ pone la música, música (-ca)

Ella se va hasta abajo con toda su gang (Woh, oh)

Ahora baila, fuma, toma sola

Llega a la casa y no le dicen na'

Qué vida, pa' que nunca se le acabe a ella ('Tá)

'Tá borracha, pero pide otra botella (Ah-ah-ah)

Es que a esa hora tiene la nota en alta

La felicidad en ella resalta



Y ahora a lo oscuro y sin disimulo (Eso e' así)

Olvidando la' pena' la pillé (Ah; uah-ah-ah; Anuel)

Ahora hace lo que quiere cuando quiere (Oh-oh)

Y si no quiere, eres otro que se jode también (Here we go again!)



Cuando el DJ pone la música (Eso e' así)

Ella baila como nunca (Real hasta la muerte, baby; pa' que sepa)

Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)

Olvidando la' pena' la pillé (¡Ra-ta-ta-tá!)

Cuando el DJ pone la música

Ella baila como nunca (The Real Rondón)

Ahora hace lo que quiere cuando quiere

Y si no quiere, eres otro que se jode también



Everybody go to the discotek; atention!"
